cusip;year;inva;dt_75;dt_76;dt_77;dt_78;dt_79;dt_80;dt_81;dt_82;dt_83;dt_84;dt_85;dt_86;dt_87;vala;debta;cfa;sales
293857;80;0.21279;0;0;0;0;0;1;0;0;0;0;0;0;0;0.25655;0.59049;-0.12012;3.37221692915141
293857;81;0.04012;0;0;0;0;0;0;1;0;0;0;0;0;0;1.38806;0.02653;0.41052;3.42082174799321
293857;82;0.06789;0;0;0;0;0;0;0;1;0;0;0;0;0;1.11905;0.0114;0.32092;2.20459827290645
293857;83;0.0467;0;0;0;0;0;0;0;0;1;0;0;0;0;1.58427;0.48459;0.16613;1.98617666449813
293857;84;0.13281;0;0;0;0;0;0;0;0;0;1;0;0;0;1.89826;0.39768;0.05693;2.12392178859714
293857;85;0.11507;0;0;0;0;0;0;0;0;0;0;1;0;0;1.40462;1.72834;-0.02956;1.97240052168032
293857;86;0.17512;0;0;0;0;0;0;0;0;0;0;0;1;0;1.33933;1.58239;0.13999;2.43594452767901
293857;87;0.03261;0;0;0;0;0;0;0;0;0;0;0;0;1;3.35863;2.17879;0.29106;2.90710357240285
296011;74;0.02754;0;0;0;0;0;0;0;0;0;0;0;0;0;0.22152;0.32586;0.09353;2.53083833779702
296011;75;0.01059;1;0;0;0;0;0;0;0;0;0;0;0;0;0.20069;0.29793;0.00567;2.58827112690888
296011;76;0.0141;0;1;0;0;0;0;0;0;0;0;0;0;0;0.24458;0.26056;0.12744;2.83383950431143
296011;77;0.02404;0;0;1;0;0;0;0;0;0;0;0;0;0;0.4405;0.01972;0.15277;3.35941885591102
296011;78;0.05497;0;0;0;1;0;0;0;0;0;0;0;0;0;0.46684;0;0.17857;2.46720330196004
296011;79;0.0254;0;0;0;0;1;0;0;0;0;0;0;0;0;0.49767;0;-0.05342;2.62519869206813
296011;80;0.05889;0;0;0;0;0;1;0;0;0;0;0;0;0;0.47075;0;0.01167;1.85758868104111
296011;81;0.1398;0;0;0;0;0;0;1;0;0;0;0;0;0;0.57304;0;0.00716;2.36417843937167
296011;82;0.02469;0;0;0;0;0;0;0;1;0;0;0;0;0;0.43219;0.0959;0.12566;2.31441942777775
296011;83;0.17343;0;0;0;0;0;0;0;0;1;0;0;0;0;1.43946;0.09106;0.39901;3.63387485508015
296011;84;0.03868;0;0;0;0;0;0;0;0;0;1;0;0;0;1.08444;0.29486;0.35237;2.81345158070618
296011;85;0.02445;0;0;0;0;0;0;0;0;0;0;1;0;0;1.51188;0.22066;0.39063;3.12726702761292
296011;86;0.07657;0;0;0;0;0;0;0;0;0;0;0;1;0;1.44775;0.19819;0.44243;3.20711644997232
296011;87;0.05857;0;0;0;0;0;0;0;0;0;0;0;0;1;2.01409;0.10903;0.39813;2.60925398561028
296650;74;0.03005;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3746;0.17878;0.12836;1.25454721496051
296650;75;0.03654;1;0;0;0;0;0;0;0;0;0;0;0;0;0.45397;0.17657;0.1138;1.22602002153711
296650;76;0.02373;0;1;0;0;0;0;0;0;0;0;0;0;0;0.50937;0.12311;0.09559;1.03852775589062
296650;77;0.02722;0;0;1;0;0;0;0;0;0;0;0;0;0;0.38727;0.11372;0.0883;1.04516421765383
296650;78;0.04044;0;0;0;1;0;0;0;0;0;0;0;0;0;0.34784;0.10215;0.07113;0.798770305398505
296650;79;0.03816;0;0;0;0;1;0;0;0;0;0;0;0;0;0.39638;0.09555;0.06786;0.802745541593716
296650;80;0.02997;0;0;0;0;0;1;0;0;0;0;0;0;0;0.51802;0.08671;0.05691;0.786425793393852
296650;81;0.02339;0;0;0;0;0;0;1;0;0;0;0;0;0;0.54592;0.08067;0.06215;0.958582653567443
296650;82;0.06315;0;0;0;0;0;0;0;1;0;0;0;0;0;1.36151;0.02845;0.18157;1.16412563680768
296650;83;0.03261;0;0;0;0;0;0;0;0;1;0;0;0;0;1.4651;0.00627;0.34392;1.18511317251156
296650;84;0.04979;0;0;0;0;0;0;0;0;0;1;0;0;0;3.40469;0;0.45856;1.40087176181338
296650;85;0.03909;0;0;0;0;0;0;0;0;0;0;1;0;0;2.60031;0;0.46858;1.22060794064028
296650;86;0.02871;0;0;0;0;0;0;0;0;0;0;0;1;0;1.63338;0;0.33763;1.07370884795553
296650;87;0.03247;0;0;0;0;0;0;0;0;0;0;0;0;1;1.81337;0;0.18923;0.861631020214565
297425;74;0.02035;0;0;0;0;0;0;0;0;0;0;0;0;0;0.28326;0.55617;0.13388;1.7516607001499
297425;75;0.02792;1;0;0;0;0;0;0;0;0;0;0;0;0;0.18759;0.51193;0.15014;1.78151357926089
297425;76;0.01646;0;1;0;0;0;0;0;0;0;0;0;0;0;0.32201;0.41311;0.17538;1.8756708409216
297425;77;0.08031;0;0;1;0;0;0;0;0;0;0;0;0;0;0.31637;0.33895;0.17407;1.70202680107898
297425;78;0.04956;0;0;0;1;0;0;0;0;0;0;0;0;0;0.23959;0.39977;0.18858;1.49499028641572
297425;79;0.06973;0;0;0;0;1;0;0;0;0;0;0;0;0;0.3793;0.31782;0.27;1.80338216783676
297425;80;0.07425;0;0;0;0;0;1;0;0;0;0;0;0;0;0.72214;0.28021;0.3328;1.86177043200022
297425;81;0.0443;0;0;0;0;0;0;1;0;0;0;0;0;0;2.25578;0.34358;0.40515;1.9296782896994
297425;82;0.07136;0;0;0;0;0;0;0;1;0;0;0;0;0;1.31071;0.31149;0.36099;1.72765733104711
297425;83;0.03822;0;0;0;0;0;0;0;0;1;0;0;0;0;1.34485;0.30802;0.24535;1.56409789748471
297425;84;0.06043;0;0;0;0;0;0;0;0;0;1;0;0;0;1.4751;0.29045;0.20489;1.46087879668441
297425;85;0.09049;0;0;0;0;0;0;0;0;0;0;1;0;0;1.53588;0.27507;0.38873;1.85880425792798
297425;86;0.04524;0;0;0;0;0;0;0;0;0;0;0;1;0;0.79534;0.22262;0.18435;1.48513790236625
297425;87;0.0235;0;0;0;0;0;0;0;0;0;0;0;0;1;0.66184;0.22888;0.16428;1.54107261767792
302491;74;0.12059;0;0;0;0;0;0;0;0;0;0;0;0;0;0.41156;0.27023;0.15092;1.32139949453807
302491;75;0.09654;1;0;0;0;0;0;0;0;0;0;0;0;0;0.20209;0.24525;0.11464;1.23400924500036
302491;76;0.0648;0;1;0;0;0;0;0;0;0;0;0;0;0;0.33984;0.30471;0.13601;1.21061211592942
302491;77;0.08698;0;0;1;0;0;0;0;0;0;0;0;0;0;0.43371;0.30982;0.15623;1.18756427461905
302491;78;0.08869;0;0;0;1;0;0;0;0;0;0;0;0;0;0.36206;0.27253;0.15077;1.16508228647031
302491;79;0.10741;0;0;0;0;1;0;0;0;0;0;0;0;0;0.35308;0.23432;0.15164;1.32294922784711
302491;80;0.0997;0;0;0;0;0;1;0;0;0;0;0;0;0;0.31812;0.1929;0.13382;1.25916439822284
302491;81;0.09678;0;0;0;0;0;0;1;0;0;0;0;0;0;0.35273;0.17458;0.12723;1.2517159508499
302491;82;0.09927;0;0;0;0;0;0;0;1;0;0;0;0;0;0.29695;0.15995;0.15367;1.19728731028558
302491;83;0.06542;0;0;0;0;0;0;0;0;1;0;0;0;0;0.36891;0.15675;0.13036;1.2432308911532
302491;84;0.0821;0;0;0;0;0;0;0;0;0;1;0;0;0;0.56897;0.15495;0.15565;1.31812448728601
302491;85;0.16884;0;0;0;0;0;0;0;0;0;0;1;0;0;0.9007;0.15693;0.23033;1.5004273593025
302491;86;0.09922;0;0;0;0;0;0;0;0;0;0;0;1;0;0.99542;0.15636;0.2132;1.38462866550065
302491;87;0.06754;0;0;0;0;0;0;0;0;0;0;0;0;1;0.4942;1.11929;0.17405;1.27963155418783
302747;74;0.03304;0;0;0;0;0;0;0;0;0;0;0;0;0;0.30463;0.24502;0.2016;1.79769265725152
302747;75;0.04107;1;0;0;0;0;0;0;0;0;0;0;0;0;0.14493;0.23807;0.10517;1.83149024575796
302747;76;0.0422;0;1;0;0;0;0;0;0;0;0;0;0;0;0.40869;0.14416;0.2312;2.27885046655482
302747;77;0.05269;0;0;1;0;0;0;0;0;0;0;0;0;0;0.42458;0.12476;0.31465;2.49721882312577
302747;78;0.0595;0;0;0;1;0;0;0;0;0;0;0;0;0;0.62517;0.09887;0.37571;2.5714707336161
302747;79;0.07389;0;0;0;0;1;0;0;0;0;0;0;0;0;0.52147;0.0404;0.48174;2.70414695420258
302747;80;0.05006;0;0;0;0;0;1;0;0;0;0;0;0;0;0.44234;0.03507;0.31701;2.04572525785742
302747;81;0.05852;0;0;0;0;0;0;1;0;0;0;0;0;0;0.49645;0.03527;0.27141;2.20766932032271
302747;82;0.05828;0;0;0;0;0;0;0;1;0;0;0;0;0;0.5777;0.04483;0.23301;2.24854157010791
302747;83;0.06446;0;0;0;0;0;0;0;0;1;0;0;0;0;0.62984;0.03559;0.17311;1.67864866423751
302747;84;0.10572;0;0;0;0;0;0;0;0;0;1;0;0;0;1.05317;0.03585;0.15669;1.59123701027599
302747;85;0.06173;0;0;0;0;0;0;0;0;0;0;1;0;0;0.91507;0.04385;0.1881;1.81780971764198
302747;86;0.09507;0;0;0;0;0;0;0;0;0;0;0;1;0;1.32955;0.02867;0.17792;1.75626007598442
302747;87;0.11842;0;0;0;0;0;0;0;0;0;0;0;0;1;1.61632;0.01915;0.31013;1.81913971633546
303698;74;0.12229;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38138;0.33361;0.19997;2.00429080148253
303698;75;0.0636;1;0;0;0;0;0;0;0;0;0;0;0;0;0.25341;0.30218;0.17309;1.99850679018661
303698;76;0.05565;0;1;0;0;0;0;0;0;0;0;0;0;0;0.23368;0.40675;0.17694;1.88424843546578
303698;77;0.08712;0;0;1;0;0;0;0;0;0;0;0;0;0;0.3522;0.37782;0.17546;1.76074394224773
303698;78;0.07257;0;0;0;1;0;0;0;0;0;0;0;0;0;0.67426;0.37474;0.14889;1.67090001277459
303698;79;0.13789;0;0;0;0;1;0;0;0;0;0;0;0;0;0.99974;0.37175;0.12254;1.93281534865129
303698;80;0.07746;0;0;0;0;0;1;0;0;0;0;0;0;0;0.37354;0.37407;0.11376;1.69678033909494
303698;81;0.03106;0;0;0;0;0;0;1;0;0;0;0;0;0;0.37089;0.43848;0.09465;1.69221239456159
303698;82;0.01657;0;0;0;0;0;0;0;1;0;0;0;0;0;0.55911;0.41954;0.11581;1.73219492642098
303698;83;0.03104;0;0;0;0;0;0;0;0;1;0;0;0;0;0.21984;0.43236;0.04429;1.64401418895376
303698;84;0.02594;0;0;0;0;0;0;0;0;0;1;0;0;0;0.48279;0.52198;-0.00012;1.68634513938184
303698;85;0.02336;0;0;0;0;0;0;0;0;0;0;1;0;0;0.42765;0.4778;0.06833;1.30158553035765
303698;86;0.01262;0;0;0;0;0;0;0;0;0;0;0;1;0;0.55381;0.40516;0.11312;1.49876181030983
303698;87;0.30554;0;0;0;0;0;0;0;0;0;0;0;0;1;0.89475;2.13982;0.11615;1.64797116273572
307387;74;0.06462;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54238;0.37728;0.03844;1.77416554465103
307387;75;0.07439;1;0;0;0;0;0;0;0;0;0;0;0;0;0.38867;0.33291;0.00559;1.52796797776569
307387;76;0.06502;0;1;0;0;0;0;0;0;0;0;0;0;0;0.62819;0.32744;0.09459;1.90009160330604
307387;77;0.01816;0;0;1;0;0;0;0;0;0;0;0;0;0;0.5267;0.63593;-0.26857;2.14972111394192
307387;78;0.03578;0;0;0;1;0;0;0;0;0;0;0;0;0;0.44872;0.83048;-0.26203;2.33865819526269
307387;79;0.01715;0;0;0;0;1;0;0;0;0;0;0;0;0;0.58959;0.7409;0.00186;2.16346140643951
307387;80;0.02776;0;0;0;0;0;1;0;0;0;0;0;0;0;0.42436;0.63905;0.10126;1.91644539232115
307387;81;0.03816;0;0;0;0;0;0;1;0;0;0;0;0;0;0.67884;0.68103;0.17675;2.27218870799169
307387;82;0.04276;0;0;0;0;0;0;0;1;0;0;0;0;0;0.81093;0.54678;0.23147;2.12455930764649
307387;83;0.02967;0;0;0;0;0;0;0;0;1;0;0;0;0;0.96472;0.5481;0.28687;2.88366686031824
307387;84;0.04881;0;0;0;0;0;0;0;0;0;1;0;0;0;2.51875;0.14014;0.46016;3.00097980496938
307387;85;0.05553;0;0;0;0;0;0;0;0;0;0;1;0;0;1.36208;0.87237;0.37799;2.74009622658188
307387;86;0.08939;0;0;0;0;0;0;0;0;0;0;0;1;0;1.06195;0.40892;0.30558;3.12139849175427
307387;87;0.03227;0;0;0;0;0;0;0;0;0;0;0;0;1;0.88577;0.58132;0.24358;3.67347688960236
311648;74;0.06325;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29024;0.54703;0.18891;1.68048112293895
311648;75;0.0106;1;0;0;0;0;0;0;0;0;0;0;0;0;0.13893;0.5928;0.0102;1.82797435069428
311648;76;0.06664;0;1;0;0;0;0;0;0;0;0;0;0;0;0.18397;0.26324;0.20802;1.82569242547118
311648;77;0.05285;0;0;1;0;0;0;0;0;0;0;0;0;0;0.3439;0.16882;0.28734;2.03325229527472
311648;78;0.02693;0;0;0;1;0;0;0;0;0;0;0;0;0;0.3449;0.17262;0.20332;1.79701815565201
311648;79;0.03367;0;0;0;0;1;0;0;0;0;0;0;0;0;0.22644;0.15707;0.20047;1.7733997628207
311648;80;0.1579;0;0;0;0;0;1;0;0;0;0;0;0;0;0.3642;0.12868;0.24199;1.92325791288459
311648;81;0.04229;0;0;0;0;0;0;1;0;0;0;0;0;0;0.2813;0.31873;0.11126;1.8539739922544
311648;82;0.05478;0;0;0;0;0;0;0;1;0;0;0;0;0;0.25235;0.22904;0.15359;1.60100946785077
311648;83;0.04927;0;0;0;0;0;0;0;0;1;0;0;0;0;0.37612;0.17883;0.21168;1.54229578355736
311648;84;0.08707;0;0;0;0;0;0;0;0;0;1;0;0;0;0.58726;0.14956;0.20119;1.4138408110539
311648;85;0.08972;0;0;0;0;0;0;0;0;0;0;1;0;0;0.59544;0.12536;0.25491;1.57430088011016
311648;86;0.18159;0;0;0;0;0;0;0;0;0;0;0;1;0;0.94356;0.46177;0.28722;1.65089199172581
311648;87;0.11972;0;0;0;0;0;0;0;0;0;0;0;0;1;0.65569;0.65578;0.20511;1.463154572304
313549;74;0.07502;0;0;0;0;0;0;0;0;0;0;0;0;0;0.38312;0.22335;0.1622;1.46253896962461
313549;75;0.03594;1;0;0;0;0;0;0;0;0;0;0;0;0;0.28422;0.37558;0.12984;1.40209089425774
313549;76;0.03013;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25132;0.36073;0.0952;1.34849784476359
313549;77;0.06089;0;0;1;0;0;0;0;0;0;0;0;0;0;0.44938;0.23876;0.21354;1.53477301768238
313549;78;0.07789;0;0;0;1;0;0;0;0;0;0;0;0;0;0.43977;0.17312;0.24965;1.72312686502796
313549;79;0.10413;0;0;0;0;1;0;0;0;0;0;0;0;0;0.5123;0.16704;0.26995;1.82143307096451
313549;80;0.16821;0;0;0;0;0;1;0;0;0;0;0;0;0;0.49849;0.12056;0.23928;1.64622203070214
313549;81;0.10122;0;0;0;0;0;0;1;0;0;0;0;0;0;0.50657;0.37564;0.15906;1.39646188967718
313549;82;0.07522;0;0;0;0;0;0;0;1;0;0;0;0;0;0.50979;0.32578;0.17718;1.49243854343957
313549;83;0.06313;0;0;0;0;0;0;0;0;1;0;0;0;0;0.69127;0.33179;0.14164;1.33480033993713
313549;84;0.07722;0;0;0;0;0;0;0;0;0;1;0;0;0;0.90787;0.31113;0.16697;1.38738441417739
313549;85;0.14333;0;0;0;0;0;0;0;0;0;0;1;0;0;0.72511;0.29471;0.22954;1.60161843401064
313549;86;0.18744;0;0;0;0;0;0;0;0;0;0;0;1;0;0.99036;0.3347;0.24187;1.7867684864132
313549;87;0.12179;0;0;0;0;0;0;0;0;0;0;0;0;1;0.85473;0.36024;0.17289;1.57770958249831
313693;74;0.10314;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21132;0.26645;0.14903;1.08065062612309
313693;75;0.11081;1;0;0;0;0;0;0;0;0;0;0;0;0;0.15453;0.31791;0.1941;1.17006664667417
313693;76;0.07737;0;1;0;0;0;0;0;0;0;0;0;0;0;0.21504;0.33117;0.13122;1.01024807597105
313693;77;0.08606;0;0;1;0;0;0;0;0;0;0;0;0;0;0.26044;0.31161;0.13529;1.00907798824046
313693;78;0.12323;0;0;0;1;0;0;0;0;0;0;0;0;0;0.19635;0.29248;0.09705;0.957453275003164
313693;79;0.11331;0;0;0;0;1;0;0;0;0;0;0;0;0;0.30761;0.35656;0.11761;0.842996100386756
313693;80;0.11129;0;0;0;0;0;1;0;0;0;0;0;0;0;0.39424;0.34028;0.09444;0.817074029487023
313693;81;0.14495;0;0;0;0;0;0;1;0;0;0;0;0;0;0.36323;0.31294;0.09972;0.75919708368821
313693;82;0.07647;0;0;0;0;0;0;0;1;0;0;0;0;0;0.20669;0.47873;0.0713;0.6613458146069
313693;83;0.03821;0;0;0;0;0;0;0;0;1;0;0;0;0;0.19734;0.37942;0.03776;0.589958455555737
313693;84;0.07054;0;0;0;0;0;0;0;0;0;1;0;0;0;0.35991;0.40318;0.05443;0.708946693461171
313693;85;0.28394;0;0;0;0;0;0;0;0;0;0;1;0;0;0.32568;0.34518;0.1039;0.759221610379849
313693;86;0.16259;0;0;0;0;0;0;0;0;0;0;0;1;0;0.24502;0.57732;0.05072;0.73402488558114
313693;87;0.14717;0;0;0;0;0;0;0;0;0;0;0;0;1;0.37027;0.5692;0.09791;0.833770974698119
313819;74;0.05964;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53385;0.22613;0.2233;1.61533021849005
313819;75;0.03703;1;0;0;0;0;0;0;0;0;0;0;0;0;0.43019;0.16257;0.29081;1.65136104437949
313819;76;0.10917;0;1;0;0;0;0;0;0;0;0;0;0;0;0.52903;0.11421;0.34557;1.58594096997593
313819;77;0.10852;0;0;1;0;0;0;0;0;0;0;0;0;0;0.82434;0.07416;0.35129;1.52047245064808
313819;78;0.03494;0;0;0;1;0;0;0;0;0;0;0;0;0;0.68676;0.21046;0.20793;1.41880886042623
313819;79;0.08453;0;0;0;0;1;0;0;0;0;0;0;0;0;0.61789;0.16607;0.18223;1.32217144298607
313819;80;0.11939;0;0;0;0;0;1;0;0;0;0;0;0;0;0.4201;0.12736;0.20666;1.44473052578309
313819;81;0.00896;0;0;0;0;0;0;1;0;0;0;0;0;0;0.2785;0.19608;0.03356;0.976321781907602
313819;82;0.02393;0;0;0;0;0;0;0;1;0;0;0;0;0;0.31894;0.22132;-0.04385;1.04090887424167
313819;83;0.01531;0;0;0;0;0;0;0;0;1;0;0;0;0;0.21372;0.2124;-0.02085;0.958038254771015
313819;84;0.0531;0;0;0;0;0;0;0;0;0;1;0;0;0;0.52248;0.21546;0.0679;0.979102307099924
313819;85;0.11187;0;0;0;0;0;0;0;0;0;0;1;0;0;0.26215;0.19355;0.11632;1.18766918364439
313819;86;0.0906;0;0;0;0;0;0;0;0;0;0;0;1;0;0.34241;0.1717;0.11894;1.25631338434353
313819;87;0.09768;0;0;0;0;0;0;0;0;0;0;0;0;1;0.43651;0.14149;0.09367;1.2610439993706
313855;74;0.03813;0;0;0;0;0;0;0;0;0;0;0;0;0;0.33906;0.46445;0.21825;2.59035088568855
313855;75;0.0355;1;0;0;0;0;0;0;0;0;0;0;0;0;0.20745;0.41508;0.18167;2.61669275088384
313855;76;0.05723;0;1;0;0;0;0;0;0;0;0;0;0;0;0.64278;0.47606;0.28397;2.80307557856308
313855;77;0.2463;0;0;1;0;0;0;0;0;0;0;0;0;0;0.96191;0.39693;0.25429;2.63304092272788
313855;78;0.06259;0;0;0;1;0;0;0;0;0;0;0;0;0;0.80152;0.31585;0.22774;2.2493134137076
313855;79;0.12744;0;0;0;0;1;0;0;0;0;0;0;0;0;1.07068;0.28574;0.34935;2.58822604300183
313855;80;0.101;0;0;0;0;0;1;0;0;0;0;0;0;0;1.33271;0.20665;0.36027;2.49809791601176
313855;81;0.07325;0;0;0;0;0;0;1;0;0;0;0;0;0;1.82638;0.15637;0.33644;2.42330320726465
313855;82;0.22175;0;0;0;0;0;0;0;1;0;0;0;0;0;1.91971;0.18685;0.30515;2.39880248820294
313855;83;0.06401;0;0;0;0;0;0;0;0;1;0;0;0;0;1.51194;0.27277;0.19456;1.78414608216889
313855;84;0.04021;0;0;0;0;0;0;0;0;0;1;0;0;0;1.265;0.23794;0.14204;1.94886468165176
313855;85;0.06329;0;0;0;0;0;0;0;0;0;0;1;0;0;1.09032;0.23101;0.19619;2.26797691934168
313855;86;0.06355;0;0;0;0;0;0;0;0;0;0;0;1;0;1.50247;0.38081;0.25878;2.52930783975024
313855;87;0.05369;0;0;0;0;0;0;0;0;0;0;0;0;1;1.48103;0.2864;0.26506;2.69228954416055
315405;74;0.07491;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66547;0.19798;0.25977;1.96362703817153
315405;75;0.08462;1;0;0;0;0;0;0;0;0;0;0;0;0;0.41125;0.16592;0.23358;2.01303343582283
315405;76;0.06999;0;1;0;0;0;0;0;0;0;0;0;0;0;0.61753;0.18036;0.19235;2.05773402109653
315405;77;0.09929;0;0;1;0;0;0;0;0;0;0;0;0;0;0.78587;0.12551;0.24833;1.98051630164608
315405;78;0.08031;0;0;0;1;0;0;0;0;0;0;0;0;0;0.72007;0.10753;0.22662;2.11786340037382
315405;79;0.12925;0;0;0;0;1;0;0;0;0;0;0;0;0;0.71985;0.09593;0.23346;2.04819808968612
315405;80;0.08821;0;0;0;0;0;1;0;0;0;0;0;0;0;0.51514;0.15384;0.19388;1.89950777029152
315405;81;0.06632;0;0;0;0;0;0;1;0;0;0;0;0;0;0.45137;0.20217;0.16187;1.92614959865228
315405;82;0.06498;0;0;0;0;0;0;0;1;0;0;0;0;0;0.58951;0.13791;0.15235;1.91357245155906
315405;83;0.05735;0;0;0;0;0;0;0;0;1;0;0;0;0;0.45371;0.2794;0.11319;1.70941559102911
315405;84;0.08784;0;0;0;0;0;0;0;0;0;1;0;0;0;0.61475;0.20951;0.14504;1.72251149485834
315405;85;0.08391;0;0;0;0;0;0;0;0;0;0;1;0;0;0.48815;0.25167;0.15243;1.98281840599533
315405;86;0.06929;0;0;0;0;0;0;0;0;0;0;0;1;0;0.65092;0.29256;0.1163;1.95843550833201
315405;87;0.09957;0;0;0;0;0;0;0;0;0;0;0;0;1;0.78262;0.27099;0.20423;2.13239254423369
316549;74;0.04875;0;0;0;0;0;0;0;0;0;0;0;0;0;0.26498;0.39331;0.17029;1.4386110609831
316549;75;0.02021;1;0;0;0;0;0;0;0;0;0;0;0;0;0.12519;0.36511;0.13961;1.40437473781873
316549;76;0.03931;0;1;0;0;0;0;0;0;0;0;0;0;0;0.25653;0.34953;0.18983;1.43031431782939
316549;77;0.05245;0;0;1;0;0;0;0;0;0;0;0;0;0;0.31609;0.32903;0.21162;1.56487801771749
316549;78;0.05413;0;0;0;1;0;0;0;0;0;0;0;0;0;0.42448;0.28952;0.23779;1.72267174137186
316549;79;0.09756;0;0;0;0;1;0;0;0;0;0;0;0;0;0.31214;0.26567;0.24685;1.58751894555529
316549;80;0.10483;0;0;0;0;0;1;0;0;0;0;0;0;0;0.2768;0.23613;0.22616;1.49245127686366
316549;81;0.07124;0;0;0;0;0;0;1;0;0;0;0;0;0;0.23651;0.21971;0.17046;1.32753252736797
316549;82;0.03318;0;0;0;0;0;0;0;1;0;0;0;0;0;0.19238;0.25526;0.14205;1.19331116361535
316549;83;0.02669;0;0;0;0;0;0;0;0;1;0;0;0;0;0.25506;0.2126;0.12553;1.13924015662285
316549;84;0.04912;0;0;0;0;0;0;0;0;0;1;0;0;0;0.31006;0.18177;0.1401;1.20641624714065
316549;85;0.05295;0;0;0;0;0;0;0;0;0;0;1;0;0;0.26552;0.23591;0.11175;1.2684488892673
316549;86;0.24915;0;0;0;0;0;0;0;0;0;0;0;1;0;0.32644;0.27513;0.14065;1.4059255903051
316549;87;0.076;0;0;0;0;0;0;0;0;0;0;0;0;1;0.4804;0.71275;0.12685;1.59240952632219
318315;74;0.11889;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5457;0.26572;0.21575;1.3985251320532
318315;75;0.06787;1;0;0;0;0;0;0;0;0;0;0;0;0;0.28338;0.27446;0.18071;1.32273830798381
318315;76;0.05472;0;1;0;0;0;0;0;0;0;0;0;0;0;0.43308;0.29987;0.15704;1.25965558995342
318315;77;0.06024;0;0;1;0;0;0;0;0;0;0;0;0;0;0.40176;0.26229;0.14201;1.2712981774699
318315;78;0.06744;0;0;0;1;0;0;0;0;0;0;0;0;0;0.26644;0.22863;0.145;1.30148729278844
318315;79;0.06658;0;0;0;0;1;0;0;0;0;0;0;0;0;0.20613;0.2256;0.13816;1.42481875911871
318315;80;0.05291;0;0;0;0;0;1;0;0;0;0;0;0;0;0.13112;0.19733;0.13023;1.39332189535047
318315;81;0.06394;0;0;0;0;0;0;1;0;0;0;0;0;0;0.16291;0.19788;0.08456;1.46072789028231
318315;82;0.07087;0;0;0;0;0;0;0;1;0;0;0;0;0;0.18597;0.1506;0.13017;1.42277378966842
318315;83;0.08935;0;0;0;0;0;0;0;0;1;0;0;0;0;0.25723;0.14129;0.11776;1.36411626755365
318315;84;0.10623;0;0;0;0;0;0;0;0;0;1;0;0;0;0.39698;0.17382;0.14879;1.48253431917392
318315;85;0.0934;0;0;0;0;0;0;0;0;0;0;1;0;0;0.31254;0.11282;0.13602;1.56830968632513
318315;86;0.14382;0;0;0;0;0;0;0;0;0;0;0;1;0;0.3292;0.1216;0.15151;1.65112360769303
318315;87;0.11182;0;0;0;0;0;0;0;0;0;0;0;0;1;0.50369;0.16503;0.17323;1.60866689622679
339382;74;0.09695;0;0;0;0;0;0;0;0;0;0;0;0;0;0.96332;0.29553;0.35157;2.80047778051284
339382;75;0.01811;1;0;0;0;0;0;0;0;0;0;0;0;0;0.47362;0.2945;0.2924;2.68936890335498
339382;76;0.04537;0;1;0;0;0;0;0;0;0;0;0;0;0;0.59326;0.2903;0.26288;2.7533810665271
339382;77;0.07736;0;0;1;0;0;0;0;0;0;0;0;0;0;0.8231;0.19746;0.3894;2.94429422970565
339382;78;0.11064;0;0;0;1;0;0;0;0;0;0;0;0;0;0.97958;0.13825;0.39882;3.13457663997037
339382;79;0.15987;0;0;0;0;1;0;0;0;0;0;0;0;0;1.10704;0.0913;0.40353;3.20459203910474
339382;80;0.04677;0;0;0;0;0;1;0;0;0;0;0;0;0;0.61059;0.26996;0.29993;2.83086871381142
339382;81;0.0223;0;0;0;0;0;0;1;0;0;0;0;0;0;0.66047;0.26933;0.23754;2.66980834083886
339382;82;0.10619;0;0;0;0;0;0;0;1;0;0;0;0;0;1.00868;0.25716;0.31261;2.62604670608983
339382;83;0.0784;0;0;0;0;0;0;0;0;1;0;0;0;0;0.76157;0.22294;0.26954;2.5201928764522
339382;84;0.12003;0;0;0;0;0;0;0;0;0;1;0;0;0;2.23828;0.21624;0.27993;2.49476565095705
339382;85;0.0997;0;0;0;0;0;0;0;0;0;0;1;0;0;1.24551;0.17479;0.35959;2.88743813470035
339382;86;0.09796;0;0;0;0;0;0;0;0;0;0;0;1;0;1.35414;0.20686;0.26446;2.62065513873412
339382;87;0.11966;0;0;0;0;0;0;0;0;0;0;0;0;1;1.95519;0.22952;0.25744;2.8385734668037
343496;74;0.13183;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55302;0.48608;0.23868;2.09310682233958
343496;75;0.09324;1;0;0;0;0;0;0;0;0;0;0;0;0;0.44558;0.42788;0.25906;2.34393046949399
343496;76;0.17634;0;1;0;0;0;0;0;0;0;0;0;0;0;0.39908;0.3592;0.23695;2.3105281919574
343496;77;0.18131;0;0;1;0;0;0;0;0;0;0;0;0;0;0.37481;0.30658;0.21448;1.94351075966882
